,final_result,score,sum_click,Engagement
1049,Pass,76,2129,1
1050,Pass,46,1293,0
1051,Distinction,94,6765,1
1052,Withdrawn,15,161,0
1053,Withdrawn,51,465,0
1054,Pass,66,745,0
1055,Pass,61,910,0
1056,Distinction,94,1832,1
1057,Pass,68,332,0
1058,Withdrawn,75,400,0
1059,Pass,78,993,0
1060,Distinction,90,1208,0
1061,Fail,75,2747,0
1062,Withdrawn,59,212,0
1063,Fail,72,1242,0
1064,Pass,79,1296,0
1065,Withdrawn,85,1045,0
1066,Fail,71,643,0
1067,Withdrawn,62,691,0
1068,Pass,86,2759,1
1069,Pass,74,3807,1
1070,Withdrawn,65,439,0
1071,Distinction,97,4774,1
1072,Pass,59,2126,1
1073,Pass,66,339,0
1074,Pass,81,2774,1
1075,Fail,54,1359,0
1076,Withdrawn,97,380,1
1077,Withdrawn,81,1053,0
1078,Fail,53,2326,0
1079,Pass,81,320,0
1080,Pass,74,1260,0
1081,Withdrawn,64,3250,0
1082,Pass,70,1939,1
1083,Pass,83,2095,1
1084,Pass,81,3671,1
1085,Pass,61,1782,1
1086,Distinction,90,2222,0
1087,Withdrawn,61,1583,0
1088,Fail,30,900,0
1089,Fail,59,1704,0
1090,Fail,77,435,0
1091,Fail,58,96,0
1092,Pass,63,1350,0
1093,Withdrawn,85,2888,0
1094,Distinction,90,3100,0
1095,Pass,92,2378,1
1096,Fail,85,1675,0
1097,Pass,60,812,0
1098,Pass,75,4841,1
1099,Pass,76,701,0
1100,Fail,0,101,0
1101,Fail,59,196,0
1102,Pass,74,434,0
1103,Pass,65,1610,0
1104,Pass,80,6318,1
1105,Withdrawn,78,927,0
1106,Pass,82,4447,1
1107,Pass,70,3779,1
1108,Pass,71,1319,0
1109,Distinction,93,2360,1
1110,Fail,47,267,0
1111,Withdrawn,85,3018,0
1112,Withdrawn,75,121,0
1113,Pass,78,2016,1
1114,Pass,80,900,0
1115,Fail,38,138,0
1116,Fail,68,443,0
1117,Pass,71,1201,0
1118,Pass,62,1049,0
1119,Pass,88,923,0
1120,Fail,97,549,1
1121,Distinction,88,4409,0
1122,Fail,81,326,0
1123,Pass,86,1020,0
1124,Fail,83,343,0
1125,Withdrawn,78,388,0
1126,Pass,72,765,0
1127,Pass,83,1746,1
1128,Pass,61,1026,0
1129,Withdrawn,58,516,0
1130,Fail,66,1120,0
1131,Pass,82,3689,1
1132,Withdrawn,81,1671,0
1133,Distinction,86,448,0
1134,Fail,68,161,0
1135,Pass,74,118,0
1136,Withdrawn,76,156,0
1137,Fail,65,2587,0
1138,Fail,67,45,0
1139,Fail,100,108,1
1140,Withdrawn,75,167,0
1141,Fail,70,1197,0
1142,Pass,87,2737,1
1143,Fail,62,637,0
1144,Pass,85,890,0
1145,Pass,84,1766,1
1146,Pass,53,2012,1
1147,Pass,65,2785,1
1148,Withdrawn,77,5762,0
1149,Pass,76,4525,1
1150,Fail,60,19,0
1151,Withdrawn,76,487,0
1152,Pass,82,3565,1
1153,Withdrawn,89,700,0
1154,Pass,77,1812,1
1155,Pass,66,1393,0
1156,Fail,39,1523,0
1157,Fail,62,2641,0
1158,Pass,80,26,0
1159,Pass,83,239,0
1160,Pass,64,1552,0
1161,Pass,66,833,0
1162,Pass,54,1975,1
1163,Withdrawn,89,162,0
1164,Withdrawn,43,1305,0
1165,Fail,72,1552,0
1166,Pass,79,3289,1
1167,Fail,95,149,1
1168,Pass,49,964,0
1169,Distinction,84,238,0
1170,Pass,60,1312,0
1171,Distinction,93,2576,1
1172,Pass,71,1465,0
1173,Withdrawn,32,694,0
1174,Withdrawn,71,1050,0
1175,Withdrawn,76,443,0
1176,Pass,79,1761,1
1177,Pass,69,101,0
1178,Withdrawn,90,816,0
1179,Withdrawn,66,3844,0
1180,Pass,66,856,0
1181,Pass,84,4702,1
1182,Fail,60,236,0
1183,Fail,74,427,0
1184,Fail,68,2631,0
1185,Pass,89,2766,1
1186,Pass,76,2136,1
1187,Distinction,90,4468,0
1188,Pass,82,1009,0
1189,Fail,69,609,0
1190,Fail,73,232,0
1191,Withdrawn,0,30,0
1192,Fail,71,368,0
1193,Distinction,89,8562,0
1194,Pass,77,1813,1
1195,Pass,81,315,0
1196,Distinction,95,1851,1
1197,Pass,84,1964,1
1198,Fail,64,522,0
1199,Pass,54,724,0
1200,Fail,68,2817,0
1201,Fail,89,444,0
1202,Distinction,88,1314,0
1203,Fail,71,603,0
1204,Pass,79,918,0
1205,Pass,78,1614,0
1206,Withdrawn,72,4497,0
1207,Withdrawn,41,203,0
1208,Pass,87,2762,1
1209,Pass,56,372,0
1210,Fail,58,203,0
1211,Pass,81,934,0
1212,Fail,80,904,0
1213,Distinction,86,1141,0
1214,Distinction,82,834,0
1215,Fail,74,3538,0
1216,Pass,85,715,0
1217,Withdrawn,67,1633,0
1218,Pass,58,4949,1
1219,Pass,70,1670,0
1220,Pass,81,447,0
1221,Fail,50,438,0
1222,Pass,79,1541,0
1223,Pass,80,13721,1
1224,Fail,69,234,0
1225,Distinction,90,6673,0
1226,Pass,79,262,0
1227,Withdrawn,88,861,0
1228,Withdrawn,85,2180,0
1229,Fail,73,305,0
1230,Pass,82,1700,1
1231,Withdrawn,83,1148,0
1232,Fail,57,556,0
1233,Pass,72,886,0
1234,Fail,61,944,0
1235,Fail,56,789,0
1236,Withdrawn,76,354,0
1237,Pass,80,2501,1
1238,Fail,47,154,0
1239,Fail,64,313,0
1240,Pass,80,728,0
1241,Fail,55,1338,0
1242,Pass,70,3941,1
1243,Pass,48,588,0
1244,Pass,68,3219,1
1245,Pass,59,1250,0
1246,Pass,61,625,0
1247,Pass,67,1528,0
1248,Pass,86,852,0
1249,Pass,86,4000,1
1250,Pass,61,1269,0
1251,Fail,62,1729,0
1252,Fail,74,1025,0
1253,Fail,75,307,0
1254,Pass,72,1236,0
1255,Pass,87,2124,1
1256,Pass,66,2645,1
1257,Pass,90,4332,1
1258,Pass,75,411,0
1259,Fail,50,93,0
1260,Fail,56,900,0
1261,Fail,56,2138,0
1262,Fail,75,437,0
1263,Withdrawn,50,1905,0
1264,Pass,64,1206,0
1265,Pass,74,1618,0
1266,Withdrawn,91,5103,1
1267,Pass,93,1678,1
1268,Distinction,88,428,0
1269,Pass,55,381,0
1270,Pass,81,2433,1
1271,Pass,80,1102,0
1272,Fail,47,178,0
1273,Pass,88,330,0
1274,Pass,82,716,0
1275,Withdrawn,75,2666,0
1276,Fail,78,293,0
1277,Pass,73,1756,1
1278,Withdrawn,60,380,0
1279,Pass,77,1111,0
1280,Withdrawn,83,1035,0
1281,Pass,89,1361,0
1282,Pass,90,2029,1
1283,Withdrawn,92,266,1
1284,Withdrawn,80,142,0
1285,Withdrawn,59,262,0
1286,Fail,14,277,0
1287,Fail,39,857,0
1288,Pass,91,3262,1
1289,Pass,85,2521,1
1290,Distinction,95,505,1
1291,Pass,78,3448,1
1292,Withdrawn,61,402,0
1293,Fail,87,6024,0
1294,Pass,92,2209,1
1295,Pass,83,1360,0
1296,Pass,76,1836,1
1297,Pass,53,403,0
1298,Fail,49,1256,0
1299,Fail,15,366,0
1300,Pass,69,2135,1
1301,Pass,89,6674,1
1302,Withdrawn,40,250,0
1303,Withdrawn,80,437,0
1304,Fail,17,348,0
1305,Fail,59,2058,0
1306,Pass,66,930,0
1307,Pass,54,534,0
1308,Fail,59,2514,0
1309,Fail,37,26,0
1310,Distinction,81,1023,0
1311,Fail,29,1137,0
1312,Pass,79,1263,0
1313,Pass,88,317,0
1314,Withdrawn,76,348,0
1315,Distinction,87,1184,0
1316,Distinction,91,2613,1
1317,Withdrawn,65,1084,0
1318,Fail,60,129,0
1319,Pass,98,2728,1
1320,Withdrawn,67,1418,0
1321,Pass,70,2080,1
1322,Fail,69,376,0
1323,Fail,64,117,0
1324,Pass,70,4217,1
1325,Pass,68,1206,0
1326,Fail,84,123,0
1327,Fail,59,326,0
1328,Pass,78,1136,0
1329,Fail,70,2480,0
1330,Pass,80,176,0
1331,Withdrawn,69,3356,0
1332,Pass,78,515,0
1333,Withdrawn,84,1220,0
1334,Pass,53,964,0
1335,Pass,87,3367,1
1336,Pass,64,8251,1
1337,Pass,84,1244,0
1338,Pass,58,2136,1
1339,Distinction,93,2105,1
1340,Fail,83,361,0
1341,Distinction,81,410,0
1342,Pass,92,1048,1
1343,Pass,72,1665,0
1344,Fail,74,1357,0
1345,Distinction,91,3549,1
1346,Pass,87,978,0
1347,Pass,66,1114,0
1348,Fail,57,333,0
1349,Pass,82,1028,0
1350,Distinction,89,1064,0
1351,Pass,89,2039,1
1352,Fail,59,258,0
1353,Fail,70,3234,0
1354,Fail,82,379,0
1355,Distinction,88,616,0
1356,Pass,89,1433,0
1357,Pass,79,942,0
1358,Distinction,94,1048,1
1359,Pass,80,169,0
1360,Withdrawn,74,919,0
1361,Fail,82,2052,0
1362,Fail,65,404,0
1363,Pass,71,3790,1
1364,Pass,73,3226,1
1365,Fail,71,1489,0
1366,Fail,69,93,0
1367,Withdrawn,71,1555,0
1368,Distinction,84,2953,0
1369,Fail,63,1205,0
1370,Fail,59,1830,0
1371,Withdrawn,74,324,0
1372,Distinction,83,4028,0
1373,Pass,72,227,0
1374,Pass,78,1635,0
1375,Fail,30,128,0
1376,Pass,62,445,0
1377,Fail,76,983,0
1378,Fail,60,1534,0
1379,Pass,62,1893,1
1380,Fail,64,334,0
1381,Pass,71,2386,1
1382,Pass,75,1003,0
1383,Pass,87,2457,1
1384,Withdrawn,70,1705,0
1385,Pass,81,3661,1
1386,Pass,85,8202,1
1387,Fail,63,938,0
1388,Pass,81,594,0
1389,Pass,74,803,0
1390,Pass,82,598,0
1391,Withdrawn,42,575,0
1392,Fail,30,220,0
1393,Pass,66,614,0
1394,Distinction,72,421,0
1395,Withdrawn,83,607,0
1396,Pass,78,1215,0
1397,Fail,58,444,0
1398,Distinction,85,329,0
1399,Pass,80,3854,1
1400,Withdrawn,44,833,0
1401,Pass,81,727,0
1402,Pass,84,3529,1
1403,Pass,57,3045,1
1404,Fail,51,167,0
1405,Fail,73,1325,0
1406,Fail,65,448,0
1407,Fail,76,132,0
1408,Pass,75,1520,0
1409,Fail,47,708,0
1410,Pass,66,3567,1
1411,Withdrawn,94,788,1
1412,Distinction,92,4784,1
1413,Pass,68,1839,1
1414,Pass,54,552,0
1415,Fail,69,4911,0
1416,Withdrawn,73,427,0
1417,Withdrawn,60,616,0
1418,Fail,49,1989,0
1419,Withdrawn,38,555,0
1420,Pass,69,4790,1
1421,Pass,70,4257,1
1422,Pass,66,702,0
1423,Pass,78,2915,1
1424,Fail,80,102,0
1425,Distinction,86,672,0
1426,Distinction,86,5008,0
1427,Fail,68,769,0
1428,Pass,84,1274,0
1429,Withdrawn,67,4445,0
1430,Distinction,93,1241,1
1431,Withdrawn,48,151,0
1432,Distinction,90,5048,0
1433,Distinction,92,6891,1
1434,Pass,77,195,0
1435,Withdrawn,87,782,0
1436,Pass,81,1251,0
1437,Pass,94,3328,1
1438,Pass,70,1112,0
1439,Pass,76,1892,1
1440,Fail,77,876,0
1441,Withdrawn,55,720,0
1442,Pass,79,4439,1
1443,Pass,85,7769,1
1444,Pass,83,2881,1
1445,Withdrawn,47,629,0
1446,Pass,74,1031,0
1447,Fail,85,414,0
1448,Fail,70,859,0
1449,Withdrawn,64,117,0
1450,Fail,64,2352,0
1451,Pass,66,1016,0
1452,Pass,78,4053,1
1453,Pass,65,932,0
1454,Pass,88,7784,1
1455,Withdrawn,86,4768,0
1456,Distinction,92,6513,1
1457,Withdrawn,81,4647,0
1458,Pass,71,2322,1
1459,Pass,71,401,0
1460,Fail,84,422,0
1461,Fail,85,157,0
1462,Pass,60,2811,1
1463,Fail,71,1001,0
1464,Withdrawn,74,170,0
1465,Pass,56,275,0
1466,Fail,75,370,0
1467,Withdrawn,46,1700,0
1468,Fail,92,337,1
1469,Withdrawn,58,1257,0
1470,Fail,59,323,0
1471,Pass,84,1592,0
1472,Fail,91,684,1
1473,Withdrawn,68,189,0
1474,Pass,76,2185,1
1475,Withdrawn,49,1055,0
1476,Distinction,93,2250,1
1477,Pass,87,3305,1
1478,Pass,87,5742,1
1479,Withdrawn,92,256,1
1480,Fail,68,4044,0
1481,Pass,81,746,0
1482,Pass,79,3318,1
1483,Pass,78,732,0
1484,Fail,64,1542,0
1485,Pass,77,5424,1
1486,Pass,74,1607,0
1487,Pass,69,699,0
1488,Pass,46,201,0
1489,Pass,80,1517,0
1490,Fail,75,1017,0
1491,Pass,72,2025,1
1492,Fail,83,211,0
1493,Withdrawn,51,586,0
1494,Withdrawn,87,1140,0
1495,Pass,76,2493,1
1496,Pass,85,1212,0
1497,Fail,56,353,0
1498,Pass,80,2100,1
1499,Fail,80,3540,0
1500,Distinction,87,2431,0
1501,Fail,64,201,0
1502,Pass,64,1204,0
1503,Pass,79,1935,1
1504,Fail,78,733,0
1505,Pass,90,10605,1
1506,Withdrawn,46,219,0
1507,Withdrawn,87,303,0
1508,Fail,32,279,0
1509,Fail,70,2603,0
1510,Pass,80,2978,1
1511,Pass,81,553,0
1512,Pass,80,3436,1
1513,Pass,76,2330,1
1514,Pass,74,3119,1
1515,Withdrawn,49,444,0
1516,Fail,73,592,0
1517,Pass,80,994,0
1518,Pass,80,806,0
1519,Pass,78,2703,1
1520,Pass,88,917,0
1521,Fail,45,1066,0
1522,Withdrawn,50,1116,0
1523,Fail,64,3906,0
1524,Pass,67,950,0
1525,Pass,76,321,0
1526,Withdrawn,79,668,0
1527,Pass,58,427,0
1528,Fail,70,52,0
1529,Pass,88,1246,0
1530,Pass,80,2805,1
1531,Pass,59,356,0
1532,Fail,68,1592,0
1533,Fail,74,85,0
1534,Pass,79,1892,1
1535,Distinction,98,8641,1
1536,Fail,59,1829,0
1537,Withdrawn,73,213,0
1538,Fail,51,681,0
1539,Pass,51,1477,0
1540,Fail,30,313,0
1541,Withdrawn,67,372,0
1542,Fail,52,1157,0
1543,Fail,80,137,0
1544,Fail,72,1134,0
1545,Distinction,93,3232,1
1546,Pass,59,470,0
1547,Fail,0,131,0
1548,Withdrawn,58,2047,0
1549,Pass,77,658,0
1550,Pass,78,4888,1
1551,Withdrawn,62,549,0
1552,Pass,88,2572,1
1553,Pass,62,1147,0
1554,Pass,65,721,0
1555,Pass,63,2069,1
1556,Fail,54,648,0
1557,Fail,44,549,0
1558,Fail,82,604,0
1559,Distinction,86,5790,0
1560,Pass,90,1060,0
1561,Fail,64,42,0
1562,Fail,61,750,0
1563,Pass,81,236,0
1564,Distinction,85,658,0
1565,Pass,72,2447,1
1566,Fail,55,837,0
1567,Pass,82,4616,1
1568,Pass,67,1365,0
1569,Distinction,86,3574,0
1570,Withdrawn,51,3071,0
1571,Pass,79,1359,0
1572,Withdrawn,0,134,0
1573,Pass,82,1338,0
1574,Withdrawn,81,998,0
1575,Pass,80,2669,1
1576,Pass,88,5498,1
1577,Withdrawn,50,947,0
1578,Pass,81,2843,1
1579,Fail,88,981,0
1580,Fail,84,488,0
1581,Withdrawn,65,5938,0
1582,Pass,94,680,1
1583,Distinction,92,1525,1
1584,Fail,88,177,0
1585,Fail,69,1199,0
1586,Pass,81,859,0
1587,Pass,84,382,0
1588,Pass,77,140,0
1589,Distinction,100,1486,1
1590,Fail,44,190,0
1591,Pass,75,3796,1
1592,Withdrawn,48,349,0
1593,Pass,56,1174,0
1594,Fail,81,559,0
1595,Pass,78,2338,1
1596,Fail,88,177,0
1597,Distinction,86,1010,0
1598,Pass,94,648,1
1599,Pass,89,4912,1
1600,Pass,74,3868,1
1601,Pass,87,6180,1
1602,Pass,69,535,0
1603,Withdrawn,76,428,0
1604,Pass,82,744,0
1605,Withdrawn,23,239,0
1606,Pass,78,1969,1
1607,Pass,50,842,0
1608,Distinction,85,2883,0
1609,Distinction,93,1079,1
1610,Fail,47,968,0
1611,Pass,73,672,0
1612,Withdrawn,70,92,0
1613,Withdrawn,83,1145,0
1614,Pass,84,6379,1
1615,Pass,72,815,0
1616,Pass,94,2728,1
1617,Fail,1,90,0
1618,Pass,83,3147,1
1619,Pass,66,300,0
1620,Distinction,87,7165,0
1621,Pass,66,1312,0
1622,Pass,72,649,0
1623,Fail,92,34,1
1624,Withdrawn,40,327,0
1625,Pass,80,1824,1
1626,Distinction,94,777,1
1627,Fail,64,1420,0
1628,Pass,87,4844,1
1629,Distinction,86,170,0
1630,Pass,71,1167,0
1631,Pass,83,3076,1
1632,Withdrawn,74,370,0
1633,Fail,76,4759,0
1634,Pass,88,610,0
1635,Pass,71,3901,1
1636,Distinction,89,3722,0
1637,Pass,81,2530,1
1638,Fail,90,84,0
1639,Fail,71,259,0
1640,Pass,58,2482,1
1641,Fail,75,3214,0
1642,Pass,49,865,0
1643,Pass,94,4757,1
1644,Distinction,81,704,0
1645,Pass,75,405,0
1646,Fail,82,200,0
1647,Pass,57,1054,0
1648,Withdrawn,84,526,0
1649,Pass,75,293,0
1650,Pass,83,2107,1
1651,Distinction,85,588,0
1652,Withdrawn,53,2377,0
1653,Fail,73,280,0
1654,Pass,91,2702,1
1655,Withdrawn,42,643,0
1656,Pass,85,3203,1
1657,Distinction,85,6473,0
1658,Pass,66,2110,1
1659,Distinction,96,1588,1
1660,Pass,82,2714,1
1661,Fail,66,468,0
1662,Fail,70,5037,0
1663,Fail,68,235,0
1664,Pass,81,3394,1
1665,Pass,65,2951,1
1666,Fail,1,277,0
1667,Distinction,83,1987,0
1668,Pass,78,5494,1
1669,Pass,82,4329,1
1670,Pass,94,1729,1
1671,Pass,71,2580,1
1672,Fail,52,2736,0
1673,Pass,79,2201,1
1674,Fail,71,473,0
1675,Pass,56,408,0
1676,Pass,77,2886,1
1677,Withdrawn,83,282,0
1678,Pass,74,5103,1
1679,Pass,77,1481,0
1680,Pass,85,3252,1
1681,Fail,44,502,0
1682,Pass,60,303,0
1683,Withdrawn,64,1803,0
1684,Withdrawn,17,31,0
1685,Pass,74,1539,0
1686,Pass,87,3641,1
1687,Pass,48,1096,0
1688,Distinction,84,1948,0
1689,Withdrawn,82,2176,0
1690,Pass,67,2570,1
1691,Pass,68,158,0
1692,Withdrawn,65,667,0
1693,Pass,59,844,0
1694,Pass,83,2715,1
1695,Pass,80,732,0
1696,Distinction,81,6609,0
1697,Pass,76,1783,1
1698,Pass,56,511,0
1699,Pass,65,4963,1
1700,Pass,73,2269,1
1701,Pass,78,417,0
1702,Pass,87,3443,1
1703,Pass,82,6917,1
1704,Pass,54,283,0
1705,Withdrawn,78,1288,0
1706,Pass,74,865,0
1707,Pass,80,1030,0
1708,Pass,75,164,0
1709,Fail,70,40,0
1710,Withdrawn,38,426,0
1711,Pass,91,3201,1
1712,Pass,77,589,0
1713,Pass,70,1178,0
1714,Fail,50,476,0
1715,Pass,69,473,0
1716,Fail,35,456,0
1717,Withdrawn,64,514,0
1718,Fail,34,155,0
1719,Fail,65,2993,0
1720,Fail,79,262,0
1721,Pass,81,2107,1
1722,Pass,79,241,0
1723,Pass,89,1965,1
1724,Withdrawn,57,2229,0
1725,Withdrawn,77,926,0
1726,Pass,72,4396,1
1727,Pass,87,493,0
1728,Withdrawn,61,506,0
1729,Pass,71,1066,0
1730,Pass,93,3119,1
1731,Withdrawn,46,1063,0
1732,Pass,89,1011,0
1733,Withdrawn,59,463,0
1734,Fail,63,1653,0
1735,Fail,59,164,0
1736,Pass,63,4274,1
1737,Fail,71,373,0
1738,Pass,80,453,0
1739,Pass,75,1953,1
1740,Pass,77,2407,1
1741,Withdrawn,89,151,0
1742,Pass,74,2485,1
1743,Pass,70,914,0
1744,Pass,78,1625,0
1745,Pass,72,6663,1
1746,Withdrawn,54,1001,0
1747,Pass,80,1594,0
1748,Withdrawn,76,497,0
1749,Distinction,90,2317,0
1750,Distinction,89,1444,0
1751,Pass,66,155,0
1752,Fail,60,922,0
1753,Pass,72,3454,1
1754,Pass,83,1375,0
1755,Distinction,90,1173,0
1756,Withdrawn,75,546,0
1757,Fail,70,755,0
1758,Pass,76,3103,1
1759,Withdrawn,70,1930,0
1760,Pass,78,334,0
1761,Fail,32,811,0
1762,Pass,85,5014,1
1763,Fail,90,485,0
1764,Pass,76,4539,1
1765,Pass,76,1168,0
1766,Pass,92,1701,1
1767,Pass,80,1264,0
1768,Pass,75,8400,1
1769,Withdrawn,75,413,0
1770,Pass,80,1258,0
1771,Withdrawn,72,827,0
1772,Withdrawn,56,595,0
1773,Pass,61,2301,1
1774,Distinction,90,1113,0
1775,Pass,44,1203,0
1776,Pass,67,1625,0
1777,Pass,54,359,0
1778,Pass,88,3456,1
1779,Withdrawn,58,834,0
1780,Fail,70,185,0
1781,Pass,83,457,0
1782,Pass,85,758,0
1783,Withdrawn,75,385,0
1784,Withdrawn,62,655,0
1785,Withdrawn,46,537,0
1786,Pass,76,684,0
1787,Withdrawn,73,318,0
1788,Distinction,92,6329,1
1789,Fail,58,2053,0
1790,Pass,76,653,0
1791,Pass,61,662,0
1792,Fail,91,1056,1
1793,Withdrawn,61,1614,0
1794,Fail,75,3210,0
1795,Pass,78,1278,0
1796,Pass,75,3496,1
1797,Distinction,89,956,0
1798,Fail,60,627,0
1799,Pass,78,2822,1
1800,Withdrawn,86,1619,0
1801,Withdrawn,43,191,0
1802,Withdrawn,76,958,0
1803,Fail,86,175,0
1804,Withdrawn,55,1195,0
1805,Withdrawn,62,570,0
1806,Withdrawn,31,436,0
1807,Withdrawn,64,585,0
1808,Distinction,97,2182,1
1809,Pass,94,1751,1
1810,Pass,86,1600,0
1811,Pass,80,4339,1
1812,Withdrawn,69,607,0
1813,Fail,56,1024,0
1814,Pass,92,2474,1
1815,Fail,74,319,0
1816,Withdrawn,94,2067,1
1817,Pass,79,1413,0
1818,Fail,47,210,0
1819,Pass,71,7655,1
1820,Fail,80,325,0
1821,Pass,86,4416,1
1822,Pass,63,827,0
1823,Pass,59,1067,0
1824,Pass,83,940,0
1825,Pass,90,3592,1
1826,Fail,32,588,0
1827,Fail,53,168,0
1828,Fail,67,266,0
1829,Pass,68,485,0
1830,Pass,76,793,0
1831,Pass,75,2202,1
1832,Pass,73,190,0
1833,Pass,84,2330,1
1834,Pass,83,1544,0
1835,Pass,84,868,0
1836,Fail,56,158,0
1837,Pass,76,3348,1
1838,Fail,48,109,0
1839,Fail,67,156,0
1840,Withdrawn,55,792,0
1841,Pass,73,985,0
1842,Fail,61,242,0
1843,Pass,86,741,0
1844,Withdrawn,72,97,0
1845,Withdrawn,72,674,0
1846,Fail,64,404,0
1847,Pass,82,2080,1
1848,Pass,76,3225,1
1849,Fail,56,1174,0
1850,Pass,82,704,0
1851,Pass,89,3559,1
1852,Fail,66,352,0
1853,Pass,89,1498,0
1854,Fail,90,202,0
1855,Fail,83,1913,0
1856,Fail,71,86,0
1857,Withdrawn,54,251,0
1858,Fail,77,830,0
1859,Pass,76,1581,0
1860,Pass,73,580,0
1861,Withdrawn,74,830,0
1862,Fail,11,527,0
1863,Withdrawn,50,184,0
1864,Pass,64,416,0
1865,Distinction,84,6075,0
1866,Fail,82,1146,0
1867,Pass,47,3886,1
1868,Pass,70,1451,0
1869,Fail,86,165,0
1870,Distinction,94,2453,1
1871,Withdrawn,68,850,0
1872,Withdrawn,45,2090,0
1873,Fail,61,3753,0
1874,Pass,73,605,0
1875,Withdrawn,75,7863,0
1876,Fail,68,2013,0
1877,Withdrawn,75,272,0
1878,Pass,66,2593,1
1879,Distinction,86,2755,0
1880,Pass,90,2986,1
1881,Distinction,86,283,0
1882,Pass,60,1369,0
1883,Pass,80,894,0
1884,Withdrawn,75,1202,0
1885,Pass,86,2470,1
1886,Distinction,85,4403,0
1887,Fail,46,537,0
1888,Pass,76,548,0
1889,Withdrawn,73,1310,0
1890,Fail,49,229,0
1891,Fail,75,538,0
1892,Withdrawn,75,4782,0
1893,Pass,62,1163,0
1894,Fail,46,395,0
1895,Pass,58,704,0
1896,Distinction,88,1343,0
1897,Withdrawn,68,2028,0
1898,Pass,79,1166,0
1899,Distinction,85,5949,0
1900,Fail,73,274,0
1901,Withdrawn,84,322,0
1902,Pass,76,3108,1
1903,Withdrawn,89,278,0
1904,Pass,88,511,0
1905,Withdrawn,56,91,0
1906,Withdrawn,68,692,0
1907,Pass,73,523,0
1908,Withdrawn,97,10301,1
1909,Pass,80,1590,0
1910,Distinction,89,647,0
1911,Pass,83,4738,1
1912,Withdrawn,62,243,0
1913,Pass,91,2874,1
1914,Distinction,79,1183,0
1915,Distinction,90,4664,0
1916,Distinction,94,10768,1
1917,Pass,91,6923,1
1918,Pass,85,2173,1
1919,Withdrawn,50,295,0
1920,Pass,55,635,0
1921,Withdrawn,52,128,0
1922,Withdrawn,49,469,0
1923,Pass,73,1797,1
1924,Fail,72,207,0
1925,Fail,65,107,0
1926,Fail,74,71,0
1927,Distinction,68,1585,0
1928,Withdrawn,64,35,0
1929,Pass,73,492,0
1930,Pass,72,895,0
1931,Pass,83,756,0
1932,Pass,86,4141,1
1933,Pass,63,874,0
1934,Fail,55,130,0
1935,Withdrawn,72,569,0
1936,Withdrawn,56,478,0
1937,Pass,71,2443,1
1938,Pass,62,362,0
1939,Pass,83,2682,1
1940,Pass,84,2961,1
1941,Pass,68,3758,1
1942,Withdrawn,95,387,1
1943,Withdrawn,68,89,0
1944,Distinction,93,1969,1
1945,Pass,73,1040,0
1946,Withdrawn,65,187,0
1947,Pass,60,9642,1
1948,Pass,85,2475,1
1949,Fail,76,623,0
1950,Pass,70,652,0
1951,Withdrawn,77,74,0
1952,Fail,66,2671,0
1953,Pass,61,1961,1
1954,Pass,79,5243,1
1955,Pass,86,6103,1
1956,Fail,70,3,0
1957,Pass,84,4014,1
1958,Fail,75,189,0
1959,Fail,65,1153,0
1960,Withdrawn,50,1237,0
1961,Fail,85,386,0
1962,Distinction,93,2329,1
1963,Pass,85,4725,1
1964,Pass,64,3712,1
1965,Pass,82,5305,1
1966,Withdrawn,47,300,0
1967,Fail,63,534,0
1968,Withdrawn,64,1916,0
1969,Withdrawn,68,444,0
1970,Pass,93,898,1
1971,Distinction,88,4297,0
1972,Fail,80,42,0
1973,Fail,93,2403,1
1974,Pass,71,557,0
1975,Distinction,88,2825,0
1976,Fail,60,2279,0
1977,Fail,58,538,0
1978,Withdrawn,72,4684,0
1979,Withdrawn,79,330,0
1980,Fail,32,51,0
1981,Withdrawn,80,180,0
1982,Pass,90,854,0
1983,Distinction,98,3365,1
1984,Pass,91,405,1
1985,Fail,52,370,0
1986,Withdrawn,20,121,0
1987,Pass,92,3324,1
1988,Pass,78,12938,1
1989,Distinction,74,658,0
1990,Pass,86,1157,0
1991,Pass,79,2272,1
1992,Withdrawn,50,1798,0
1993,Pass,87,142,0
1994,Pass,80,2542,1
1995,Pass,66,4050,1
1996,Pass,55,701,0
1997,Pass,85,3064,1
1998,Fail,65,287,0
1999,Withdrawn,54,196,0
2000,Pass,86,484,0
2001,Pass,79,600,0
2002,Pass,95,4020,1
2003,Fail,86,3365,0
2004,Distinction,92,1183,1
2005,Withdrawn,75,839,0
2006,Pass,57,1444,0
2007,Distinction,88,1669,0
2008,Pass,86,2635,1
2009,Withdrawn,55,240,0
2010,Withdrawn,59,156,0
2011,Pass,71,1046,0
2012,Withdrawn,59,678,0
2013,Distinction,95,3148,1
2014,Fail,57,237,0
2015,Pass,87,443,0
2016,Distinction,86,2986,0
2017,Pass,66,683,0
2018,Pass,88,505,0
2019,Pass,55,1044,0
2020,Pass,73,2267,1
2021,Withdrawn,58,3070,0
2022,Pass,72,4876,1
2023,Distinction,88,4822,0
2024,Pass,74,1845,1
2025,Pass,73,3275,1
2026,Pass,78,3905,1
2027,Pass,73,648,0
2028,Pass,67,1469,0
2029,Withdrawn,90,737,0
2030,Pass,68,483,0
2031,Pass,79,1293,0
2032,Distinction,89,981,0
2033,Withdrawn,79,177,0
